Company,Date,Open,High,Low,Close,Adj Close,Volume
Netflix,2/27/2019,363.5,368.029999,359.799988,362.869995,362.869995,5629900
Netflix,2/28/2019,362.470001,366.390015,357.709991,358.100006,358.100006,6186800
Netflix,3/1/2019,362.26001,362.869995,354.690002,357.320007,357.320007,5526500
Netflix,3/4/2019,359.720001,362.25,348.040009,351.040009,351.040009,7487000
Netflix,3/5/2019,351.459991,356.170013,348.25,354.299988,354.299988,5937800
Netflix,3/6/2019,353.600006,359.880005,351.700012,359.609985,359.609985,6211900
Netflix,3/7/2019,360.160004,362.859985,350.5,352.600006,352.600006,6151300
Netflix,3/8/2019,345.75,349.920013,342.470001,349.600006,349.600006,6898800
Netflix,3/11/2019,352,358.980011,350.029999,358.859985,358.859985,5387300
Netflix,3/12/2019,359.369995,360.130005,353.799988,356.269989,356.269989,5164600
Netflix,3/13/2019,355.809998,362.480011,352.769989,361.209991,361.209991,6444100
Netflix,3/14/2019,360.5,363.839996,358.100006,358.820007,358.820007,5271400
Netflix,3/15/2019,361.019989,364,358.890015,361.459991,361.459991,8444500
Netflix,3/18/2019,362.470001,370.970001,361.859985,363.440002,363.440002,7194700
Netflix,3/19/2019,366.399994,366.959991,356.799988,358.779999,358.779999,7541400
Netflix,3/20/2019,358.910004,375.899994,357.01001,375.220001,375.220001,10917200
Netflix,3/21/2019,374,379,370.609985,377.869995,377.869995,8544000
Netflix,3/22/2019,375.950012,376.429993,360.040009,361.01001,361.01001,8661300
Netflix,3/25/2019,359,367.040009,357.440002,366.230011,366.230011,8473800
Netflix,3/26/2019,367.869995,368.380005,358.019989,359.970001,359.970001,7666500
Netflix,3/27/2019,361,362.470001,350.369995,353.369995,353.369995,7852400
Netflix,3/28/2019,354.48999,355.940002,349.200012,354.609985,354.609985,4361000
Netflix,3/29/2019,357.160004,358.25,353.709991,356.559998,356.559998,4705600
Netflix,4/1/2019,359,368.329987,358.51001,366.959991,366.959991,7036100
Netflix,4/2/2019,366.25,368.420013,362.220001,367.720001,367.720001,5158700
Netflix,4/3/2019,369.26001,373.410004,366.190002,369.75,369.75,5368900
Netflix,4/4/2019,370.070007,372.049988,362.399994,367.880005,367.880005,4627300
Netflix,4/5/2019,369,369.799988,364.660004,365.48999,365.48999,3905500
Netflix,4/8/2019,365.109985,365.940002,359.929993,361.410004,361.410004,4653800
Netflix,4/9/2019,360.540009,366.73999,359,364.709991,364.709991,5439200
Netflix,4/10/2019,365.790009,368.850006,362.25,363.920013,363.920013,4545600
Netflix,4/11/2019,365,370.119995,360.809998,367.649994,367.649994,6526900
Netflix,4/12/2019,360.690002,361.75,349.359985,351.140015,351.140015,15646200
Netflix,4/15/2019,350.709991,352.209991,342.269989,348.869995,348.869995,8842300
Netflix,4/16/2019,355,364.480011,352.720001,359.459991,359.459991,18740200
Netflix,4/17/2019,365.049988,368.76001,350.600006,354.73999,354.73999,18054100
Netflix,4/18/2019,355,360.410004,351.640015,360.350006,360.350006,8353200
Netflix,4/22/2019,359.700012,377.690002,359,377.339996,377.339996,11980500
Netflix,4/23/2019,375.450012,384.799988,374.709991,381.890015,381.890015,10089800
Netflix,4/24/2019,381.070007,381.899994,373.269989,374.230011,374.230011,6541900
Netflix,4/25/2019,374.48999,374.76001,365.700012,368.329987,368.329987,6255500
Netflix,4/26/2019,368.350006,375.140015,366.23999,374.850006,374.850006,5621900
Netflix,4/29/2019,373.679993,374.579987,369.119995,371.829987,371.829987,3821700
Netflix,4/30/2019,369.559998,374.5,368.350006,370.540009,370.540009,3870100
Netflix,5/1/2019,374,385.98999,373.170013,378.809998,378.809998,9257300
Netflix,5/2/2019,378,383.5,374.51001,379.059998,379.059998,5398200
Netflix,5/3/2019,381.529999,385.029999,378.269989,385.029999,385.029999,5130300
Netflix,5/6/2019,377.690002,381.350006,376,378.670013,378.670013,5793100
Netflix,5/7/2019,377,379.910004,365.809998,370.459991,370.459991,6974900
Netflix,5/8/2019,367.920013,369,361.359985,364.369995,364.369995,6572000
Netflix,5/9/2019,360.899994,364.200012,352.75,362.75,362.75,5882600
Netflix,5/10/2019,361.619995,365.26001,353.059998,361.040009,361.040009,5657100
Netflix,5/13/2019,352.290009,354.26001,343.100006,345.26001,345.26001,8026700
Netflix,5/14/2019,348.709991,349.950012,342.5,345.609985,345.609985,5353000
Netflix,5/15/2019,343.339996,356.5,341.390015,354.98999,354.98999,6340100
Netflix,5/16/2019,356.369995,364,353.940002,359.309998,359.309998,6441500
Netflix,5/17/2019,356.390015,359.619995,353.790009,354.450012,354.450012,4725400
Netflix,5/20/2019,351.230011,352.420013,345.399994,348.109985,348.109985,4621500
Netflix,5/21/2019,350.950012,356.429993,349.929993,354.269989,354.269989,4026400
Netflix,5/22/2019,358.01001,370.459991,357.299988,359.730011,359.730011,6229400
Netflix,5/23/2019,355.5,357.420013,347.700012,352.209991,352.209991,5630400
Netflix,5/24/2019,355.410004,359.440002,353.790009,354.390015,354.390015,3831000
Netflix,5/28/2019,354.390015,361.200012,353.649994,355.059998,355.059998,4717100
Netflix,5/29/2019,353.600006,353.850006,345.899994,349.190002,349.190002,5658900
Netflix,5/30/2019,350.549988,354.209991,348.299988,351.850006,351.850006,4008000
Netflix,5/31/2019,347.220001,349.339996,342.920013,343.279999,343.279999,5023400
Netflix,6/3/2019,343.559998,347.660004,332.649994,336.630005,336.630005,7849600
Netflix,6/4/2019,345,353.609985,343.25,353.399994,353.399994,7891600
Netflix,6/5/2019,354.380005,357.880005,348.709991,355.730011,355.730011,5020100
Netflix,6/6/2019,354.839996,358.209991,352.089996,357.130005,357.130005,3710000
Netflix,6/7/2019,357.390015,365.149994,355.690002,360.869995,360.869995,4777300
Netflix,6/10/2019,363.649994,367.100006,349.290009,352.01001,352.01001,7810300
Netflix,6/11/2019,355,357.579987,348.5,351.269989,351.269989,5396700
Netflix,6/12/2019,351.820007,353.609985,343.230011,345.559998,345.559998,4584700
Netflix,6/13/2019,347.230011,348.5,339.25,343.429993,343.429993,6209300
Netflix,6/14/2019,341.630005,343.399994,336.160004,339.730011,339.730011,5019000
Netflix,6/17/2019,342.690002,351.769989,342.059998,350.619995,350.619995,5358200
Netflix,6/18/2019,355.570007,361.5,353.75,357.119995,357.119995,5428500
Netflix,6/19/2019,361.720001,364.73999,356.119995,363.519989,363.519989,5667200
Netflix,6/20/2019,365.910004,370.119995,361.220001,365.209991,365.209991,5899500
Netflix,6/21/2019,365,371.450012,365,369.209991,369.209991,7448400
Netflix,6/24/2019,370.269989,375,370.200012,371.040009,371.040009,4830200
Netflix,6/25/2019,370.75,371,358.290009,360.299988,360.299988,5750400
Netflix,6/26/2019,361.600006,366.790009,361.600006,362.200012,362.200012,3669700
Netflix,6/27/2019,363.200012,370.850006,363.200012,370.019989,370.019989,4138600
Netflix,6/28/2019,370.26001,371.540009,364.869995,367.320007,367.320007,4592700
Netflix,7/1/2019,373.5,376.660004,372,374.600006,374.600006,4992600
Netflix,7/2/2019,374.890015,376,370.309998,375.429993,375.429993,3625000
Netflix,7/3/2019,376.690002,381.98999,375.839996,381.720001,381.720001,3799000
Netflix,7/5/2019,378.290009,381.399994,375.559998,380.549988,380.549988,3732200
Netflix,7/8/2019,378.190002,378.25,375.359985,376.160004,376.160004,3113400
Netflix,7/9/2019,379.059998,384.76001,377.5,379.929993,379.929993,6932800
Netflix,7/10/2019,382.769989,384.339996,362.679993,381,381,5878800
Netflix,7/11/2019,381.100006,384.540009,378.799988,379.5,379.5,4336300
Netflix,7/12/2019,378.679993,379.73999,372.790009,373.25,373.25,6636900
Netflix,7/15/2019,372.940002,373.679993,362.299988,366.600006,366.600006,7944700
Netflix,7/16/2019,370.089996,371.339996,364.920013,365.98999,365.98999,5863200
Netflix,7/17/2019,366.25,366.5,361.75,362.440002,362.440002,13639500
Netflix,7/18/2019,323.76001,329.850006,320.299988,325.209991,325.209991,31287100
Netflix,7/19/2019,323.399994,325.850006,314.230011,315.100006,315.100006,16302500
Netflix,7/22/2019,312,314.540009,305.809998,310.619995,310.619995,17718000
Netflix,7/23/2019,311.440002,313.5,306,307.299988,307.299988,9171100
Netflix,7/24/2019,310.51001,319.98999,307.25,317.940002,317.940002,11961800
Netflix,7/25/2019,318.859985,327.690002,316.299988,326.459991,326.459991,10798500
Netflix,7/26/2019,328.790009,336,327.5,335.779999,335.779999,10847500
Netflix,7/29/2019,335.980011,336.399994,328.769989,332.700012,332.700012,5782800
Netflix,7/30/2019,329.200012,329.649994,323.230011,325.929993,325.929993,6029300
Netflix,7/31/2019,325.160004,331.769989,318.529999,322.98999,322.98999,6259500
Netflix,8/1/2019,324.25,328.579987,318.73999,319.5,319.5,6563200
Netflix,8/2/2019,317.48999,319.410004,311.799988,318.829987,318.829987,6280300
Netflix,8/5/2019,310.959991,313.420013,304.679993,307.630005,307.630005,8692500
Netflix,8/6/2019,310.579987,311.880005,305.299988,310.100006,310.100006,6179100
Netflix,8/7/2019,302.559998,305,296.809998,304.290009,304.290009,9322400
Netflix,8/8/2019,311.029999,316.359985,306.630005,315.899994,315.899994,5905900
Netflix,8/9/2019,313.73999,316.640015,305.679993,308.929993,308.929993,5349100
Netflix,8/12/2019,305.459991,312.890015,303.23999,310.829987,310.829987,6531700
Netflix,8/13/2019,309.769989,316.429993,308.160004,312.279999,312.279999,5289400
Netflix,8/14/2019,308.01001,308.410004,298.01001,299.109985,299.109985,7355800
Netflix,8/15/2019,299.5,300.630005,288,295.76001,295.76001,9629200
Netflix,8/16/2019,298.859985,303.549988,296.269989,302.799988,302.799988,6905800
Netflix,8/19/2019,306.25,311.75,304.75,309.380005,309.380005,4942200
Netflix,8/20/2019,304.570007,305,297.679993,298.98999,298.98999,7349900
Netflix,8/21/2019,301.609985,302.880005,296.200012,297.809998,297.809998,5685400
Netflix,8/22/2019,298.649994,300.329987,293.149994,296.929993,296.929993,4974200
Netflix,8/23/2019,295,299.01001,290.320007,291.440002,291.440002,6324900
Netflix,8/26/2019,295.23999,296.950012,292.5,294.980011,294.980011,4695700
Netflix,8/27/2019,294.540009,296.769989,287.200012,291.029999,291.029999,6309400
Netflix,8/28/2019,289.470001,292.820007,287.75,291.769989,291.769989,3955700
Netflix,8/29/2019,295,299.929993,294.98999,296.779999,296.779999,4388500
Netflix,8/30/2019,298.779999,298.940002,290.850006,293.75,293.75,4446400
Netflix,9/3/2019,290.820007,293.899994,288.059998,289.290009,289.290009,3682800
Netflix,9/4/2019,291.25,292.380005,286.51001,291.519989,291.519989,4652500
Netflix,9/5/2019,285.320007,293.970001,282.790009,293.25,293.25,8966800
Netflix,9/6/2019,293.350006,293.350006,287.029999,290.170013,290.170013,5166600
Netflix,9/9/2019,294.809998,301.549988,290.600006,294.339996,294.339996,8232700
Netflix,9/10/2019,291.160004,297.170013,282.660004,287.98999,287.98999,12320200
Netflix,9/11/2019,285.700012,292.649994,284.609985,288.269989,288.269989,7405900
Netflix,9/12/2019,288.100006,292.730011,286.600006,288.859985,288.859985,5010900
Netflix,9/13/2019,290.609985,296.619995,290.040009,294.149994,294.149994,6583100
Netflix,9/16/2019,294.230011,297.429993,289.779999,294.290009,294.290009,5307400
Netflix,9/17/2019,294.5,299.149994,291.790009,298.600006,298.600006,4777100
Netflix,9/18/2019,294.98999,296.049988,287.450012,291.559998,291.559998,7811100
Netflix,9/19/2019,291.559998,293.809998,283.399994,286.600006,286.600006,8461300
Netflix,9/20/2019,280.26001,282.5,266,270.75,270.75,23832800
Netflix,9/23/2019,268.350006,273.390015,261.890015,265.920013,265.920013,13478600
Netflix,9/24/2019,262.5,265,252.279999,254.589996,254.589996,16338200
Netflix,9/25/2019,255.710007,266.600006,253.699997,264.75,264.75,11643800
Netflix,9/26/2019,266.420013,268.049988,260.200012,263.309998,263.309998,7684000
Netflix,9/27/2019,266.179993,267.440002,260.390015,263.079987,263.079987,7328300
Netflix,9/30/2019,264,268.880005,262.779999,267.619995,267.619995,6727200
Netflix,10/1/2019,267.350006,272.200012,264.029999,269.579987,269.579987,8650300
Netflix,10/2/2019,263.609985,269.350006,262.190002,268.029999,268.029999,7659100
Netflix,10/3/2019,267.779999,268.839996,257.01001,268.149994,268.149994,8951000
Netflix,10/4/2019,268.200012,275.480011,266.470001,272.790009,272.790009,9890400
Netflix,10/7/2019,271.98999,276.679993,271.279999,274.459991,274.459991,6525600
Netflix,10/8/2019,273.029999,275.529999,270.640015,270.720001,270.720001,6276400
Netflix,10/9/2019,270.019989,271,264.570007,267.529999,267.529999,6794400
Netflix,10/10/2019,265.970001,280.529999,265.029999,280.480011,280.480011,10809100
Netflix,10/11/2019,284.799988,287.869995,282.339996,282.929993,282.929993,8786100
Netflix,10/14/2019,283.929993,286.929993,282,285.529999,285.529999,5513200
Netflix,10/15/2019,283.820007,285.869995,279.399994,284.25,284.25,7685600
Netflix,10/16/2019,283.119995,288.170013,280.73999,286.279999,286.279999,16175900
Netflix,10/17/2019,304.48999,308.75,288.299988,293.350006,293.350006,38258900
Netflix,10/18/2019,289.359985,290.899994,273.359985,275.299988,275.299988,23429900
Netflix,10/21/2019,272.890015,279.940002,269,278.049988,278.049988,12599200
Netflix,10/22/2019,271.160004,275.410004,265.799988,266.690002,266.690002,11802400
Netflix,10/23/2019,268.059998,273.920013,266.630005,271.269989,271.269989,7133500
Netflix,10/24/2019,271.809998,274.019989,268.799988,271.5,271.5,4827400
Netflix,10/25/2019,270.679993,277.769989,270.179993,276.820007,276.820007,4747800
Netflix,10/28/2019,278.049988,285.75,277.350006,281.859985,281.859985,6248400
Netflix,10/29/2019,281.869995,284.410004,277.549988,281.209991,281.209991,4356200
Netflix,10/30/2019,284.339996,293.48999,283,291.450012,291.450012,9345600
Netflix,10/31/2019,291,291.450012,284.779999,287.410004,287.410004,5090000
Netflix,11/1/2019,288.700012,289.119995,283.019989,286.809998,286.809998,5594300
Netflix,11/4/2019,288,295.390015,287.160004,292.859985,292.859985,5566200
Netflix,11/5/2019,289.98999,291.190002,286.309998,288.029999,288.029999,4062400
Netflix,11/6/2019,288.190002,290.559998,285.839996,288.589996,288.589996,3438300
Netflix,11/7/2019,290.700012,298.190002,288.269989,289.570007,289.570007,5928500
Netflix,11/8/2019,288.730011,293.98999,287.51001,291.570007,291.570007,4509000
Netflix,11/11/2019,289.160004,296.359985,288.5,294.179993,294.179993,3944300
Netflix,11/12/2019,295.320007,295.350006,288.700012,292.01001,292.01001,5772800
Netflix,11/13/2019,291.029999,293.410004,281.140015,283.109985,283.109985,9158900
Netflix,11/14/2019,283.25,290.630005,283.220001,289.619995,289.619995,6529000
Netflix,11/15/2019,290.589996,295.820007,287.570007,295.029999,295.029999,6333800
Netflix,11/18/2019,296,304.98999,293.279999,302.570007,302.570007,8616600
Netflix,11/19/2019,304.01001,305.670013,298.519989,302.600006,302.600006,5918000
Netflix,11/20/2019,301.01001,308.25,301,305.160004,305.160004,5111800
Netflix,11/21/2019,306,312.690002,304.26001,311.690002,311.690002,7488400
Netflix,11/22/2019,309.100006,311.399994,304.410004,310.480011,310.480011,5970100
Netflix,11/25/2019,308.829987,315.730011,305.25,315.549988,315.549988,7873900
Netflix,11/26/2019,315,316.5,311.690002,312.48999,312.48999,5321000
Netflix,11/27/2019,313.929993,316.820007,312.75,315.929993,315.929993,4096900
Netflix,11/29/2019,315.779999,316.619995,313.339996,314.660004,314.660004,2411700
Netflix,12/2/2019,314.390015,314.390015,303.75,309.98999,309.98999,6218800
Netflix,12/3/2019,302.220001,307.359985,301.880005,306.160004,306.160004,4992800
Netflix,12/4/2019,308.429993,308.429993,303.269989,304.320007,304.320007,3512100
Netflix,12/5/2019,305.269989,306.480011,298.809998,302.859985,302.859985,4615500
Netflix,12/6/2019,304.700012,307.850006,302.600006,307.350006,307.350006,4457800
Netflix,12/9/2019,307.350006,311.48999,302.440002,302.5,302.5,5748400
Netflix,12/10/2019,296.119995,298.940002,292.019989,293.119995,293.119995,10476100
Netflix,12/11/2019,294.48999,299.429993,294.200012,298.929993,298.929993,5589800
Netflix,12/12/2019,295.670013,299.170013,295.059998,298.440002,298.440002,4766600
Netflix,12/13/2019,298.5,301.799988,297.25,298.5,298.5,3879700
Netflix,12/16/2019,300.850006,305.709991,298.630005,304.209991,304.209991,4658900
Netflix,12/17/2019,307.359985,316.799988,306.600006,315.480011,315.480011,10427100
Netflix,12/18/2019,316.26001,325.359985,315.600006,320.799988,320.799988,11207400
Netflix,12/19/2019,324.5,332.829987,324.179993,332.220001,332.220001,9822300
Netflix,12/20/2019,335,338,330.600006,336.899994,336.899994,9914900
Netflix,12/23/2019,337.76001,337.950012,331.019989,333.100006,333.100006,5765300
Netflix,12/24/2019,334.01001,335.700012,331.600006,333.200012,333.200012,2019300
Netflix,12/26/2019,334.600006,336.459991,332.01001,332.630005,332.630005,3589900
Netflix,12/27/2019,332.959991,333.820007,326.01001,329.089996,329.089996,5036100
Netflix,12/30/2019,329.079987,329.190002,322.859985,323.309998,323.309998,4311500
Netflix,12/31/2019,322,324.920013,321.089996,323.570007,323.570007,3713300
Netflix,1/2/2020,326.100006,329.980011,324.779999,329.809998,329.809998,4485800
Netflix,1/3/2020,326.779999,329.859985,325.529999,325.899994,325.899994,3806900
Netflix,1/6/2020,323.119995,336.359985,321.200012,335.829987,335.829987,5663100
Netflix,1/7/2020,336.470001,336.700012,330.299988,330.75,330.75,4703200
Netflix,1/8/2020,331.48999,342.700012,331.049988,339.26001,339.26001,7104500
Netflix,1/9/2020,342,343.420013,334.609985,335.660004,335.660004,4709300
Netflix,1/10/2020,337.130005,338.5,327.269989,329.049988,329.049988,4718300
Netflix,1/13/2020,331.799988,340.850006,331.51001,338.920013,338.920013,6290000
Netflix,1/14/2020,344.399994,345.380005,335.519989,338.690002,338.690002,7199400
Netflix,1/15/2020,338.679993,343.170013,336.600006,339.070007,339.070007,5158000
Netflix,1/16/2020,343.5,343.559998,335.850006,338.619995,338.619995,5016000
Netflix,1/17/2020,341,341.570007,337.380005,339.670013,339.670013,6066500
Netflix,1/21/2020,340,341,332.589996,338.109985,338.109985,14350300
Netflix,1/22/2020,332.549988,336.299988,323.600006,326,326,21730000
Netflix,1/23/2020,326.040009,349.880005,325.01001,349.600006,349.600006,18200300
Netflix,1/24/2020,348.459991,359.850006,345.880005,353.160004,353.160004,17939700
Netflix,1/27/2020,345.950012,351.899994,341.019989,342.880005,342.880005,7709500
Netflix,1/28/2020,345.880005,352.399994,342.779999,348.519989,348.519989,6821600
Netflix,1/29/2020,349,349.399994,338.549988,343.160004,343.160004,7643500
Netflix,1/30/2020,341.100006,348.200012,339.25,347.73999,347.73999,5328100
Netflix,1/31/2020,347.390015,347.390015,340.980011,345.089996,345.089996,5230000
Netflix,2/3/2020,347.23999,359.630005,346.279999,358,358,6670600
Netflix,2/4/2020,361,369.570007,356.100006,369.01001,369.01001,7161500
Netflix,2/5/2020,375.130005,375.25,362.299988,369.670013,369.670013,6437000
Netflix,2/6/2020,369.600006,371.549988,362.51001,366.950012,366.950012,3920400
Netflix,2/7/2020,365.040009,371.799988,363.570007,366.769989,366.769989,4385200
Netflix,2/10/2020,365,374.799988,362.519989,371.070007,371.070007,5294100
Netflix,2/11/2020,373.75,378.109985,369.720001,373.690002,373.690002,4772900
Netflix,2/12/2020,377.179993,380.619995,375.880005,380.01001,380.01001,4624800
Netflix,2/13/2020,376.959991,385.369995,376.51001,381.399994,381.399994,4485400
Netflix,2/14/2020,381.470001,385.149994,379.429993,380.399994,380.399994,3736300
Netflix,2/18/2020,379.299988,389.540009,379.190002,387.779999,387.779999,5173900
Netflix,2/19/2020,388.119995,392.950012,384.899994,386.190002,386.190002,4896400
Netflix,2/20/2020,386.559998,389.700012,376.679993,386,386,4079400
Netflix,2/21/2020,385.329987,387.320007,377.899994,380.070007,380.070007,3930100
Netflix,2/24/2020,364.76001,372.820007,361,368.700012,368.700012,6936400
Netflix,2/25/2020,372,375.649994,357.720001,360.089996,360.089996,6481200
Netflix,2/26/2020,366.309998,382,365,379.23999,379.23999,8934100
Netflix,2/27/2020,371.459991,391.559998,370.600006,371.709991,371.709991,10967700
Netflix,2/28/2020,364.209991,376.769989,356.799988,369.029999,369.029999,11168600
Netflix,3/2/2020,373.109985,381.359985,364.5,381.049988,381.049988,6997900
Netflix,3/3/2020,381.029999,393.519989,367.399994,368.769989,368.769989,8364600
Netflix,3/4/2020,377.769989,384.01001,370.51001,383.790009,383.790009,5487300
Netflix,3/5/2020,381,391.399994,368.640015,372.779999,372.779999,8747000
Netflix,3/6/2020,367.700012,371.309998,356.850006,368.970001,368.970001,8147200
Netflix,3/9/2020,343.859985,357.470001,341.720001,346.48999,346.48999,7405500
Netflix,3/10/2020,356.429993,364.540009,347.850006,364.130005,364.130005,7604400
Netflix,3/11/2020,358.920013,362.980011,344.790009,349.920013,349.920013,6036000
Netflix,3/12/2020,326.5,335.720001,307.320007,315.25,315.25,12071600
Netflix,3/13/2020,330.51001,336.420013,307.390015,336.299988,336.299988,9458200
Netflix,3/16/2020,306.630005,334.350006,294.75,298.839996,298.839996,10559900
Netflix,3/17/2020,306.190002,322.899994,290.25,319.75,319.75,10013900
Netflix,3/18/2020,302.399994,331.579987,300,315.470001,315.470001,12593600
Netflix,3/19/2020,324.329987,348.51001,316.820007,332.029999,332.029999,10616000
Netflix,3/20/2020,342.309998,350.48999,332,332.829987,332.829987,10853800
Netflix,3/23/2020,347.890015,366.109985,340.880005,360.269989,360.269989,13449400
Netflix,3/24/2020,369.98999,372.929993,353.029999,357.320007,357.320007,11638700
Netflix,3/25/2020,361.019989,362,339.170013,342.390015,342.390015,8767200
Netflix,3/26/2020,344,363.839996,341.730011,362.98999,362.98999,7229600
Netflix,3/27/2020,359.089996,368.559998,353,357.119995,357.119995,7948800
Netflix,3/30/2020,363,377.799988,361.170013,370.959991,370.959991,8622000
Netflix,3/31/2020,367.929993,383.01001,366.440002,375.5,375.5,9366500
Netflix,4/1/2020,376.049988,380.230011,361.019989,364.079987,364.079987,6672500
Netflix,4/2/2020,364.079987,370.98999,360.059998,370.079987,370.079987,4592500
Netflix,4/3/2020,367.470001,370.899994,357.51001,361.76001,361.76001,4860800
Netflix,4/6/2020,365.220001,380.290009,361.709991,379.959991,379.959991,8183900
Netflix,4/7/2020,380,381.329987,369.339996,372.279999,372.279999,7046400
Netflix,4/8/2020,374.01001,378.390015,368.309998,371.119995,371.119995,6908900
Netflix,4/9/2020,371.059998,372.100006,363.029999,370.720001,370.720001,7711300
Netflix,4/13/2020,371.309998,400.51001,367.700012,396.720001,396.720001,11692900
Netflix,4/14/2020,397.5,417.820007,394.850006,413.549988,413.549988,11581000
Netflix,4/15/2020,413,434.980011,412.25,426.75,426.75,13561200
Netflix,4/16/2020,437,449.519989,431.609985,439.170013,439.170013,16128700
Netflix,4/17/2020,431,432,414.700012,422.959991,422.959991,12616300
Netflix,4/20/2020,435.170013,444.48999,430.559998,437.48999,437.48999,12655800
Netflix,4/21/2020,444.769989,447,425.600006,433.829987,433.829987,23177600
Netflix,4/22/2020,429.730011,433,413,421.420013,421.420013,21084800
Netflix,4/23/2020,419.26001,438.410004,419.26001,426.700012,426.700012,13952300
Netflix,4/24/2020,425,427.170013,415.880005,424.98999,424.98999,8658900
Netflix,4/27/2020,425,429,420.839996,421.380005,421.380005,6277500
Netflix,4/28/2020,419.98999,421,402.910004,403.829987,403.829987,10101200
Netflix,4/29/2020,399.529999,415.859985,393.600006,411.890015,411.890015,9693100
Netflix,4/30/2020,410.309998,424.440002,408,419.850006,419.850006,7954000
Netflix,5/1/2020,415.100006,427.970001,411.730011,415.269989,415.269989,8299900
Netflix,5/4/2020,417.779999,428.540009,414.869995,428.149994,428.149994,7799100
Netflix,5/5/2020,427.559998,431,421.559998,424.679993,424.679993,6286300
Netflix,5/6/2020,429.299988,439.769989,426.390015,434.26001,434.26001,6660700
Netflix,5/7/2020,436.890015,438.880005,430.660004,436.529999,436.529999,5641900
Netflix,5/8/2020,434.140015,442,433.640015,435.549988,435.549988,5049300
Netflix,5/11/2020,436.329987,444.890015,435.559998,440.519989,440.519989,5486000
Netflix,5/12/2020,442,444.170013,431.359985,431.820007,431.820007,4598200
Netflix,5/13/2020,435.690002,447,427.269989,438.269989,438.269989,7014600
Netflix,5/14/2020,444.899994,452.380005,432.820007,441.950012,441.950012,9007500
Netflix,5/15/2020,440.700012,455,437.51001,454.190002,454.190002,7244000
Netflix,5/18/2020,451.160004,456.359985,443.350006,452.579987,452.579987,7773500
Netflix,5/19/2020,453.399994,458.970001,450.470001,451.040009,451.040009,4810500
Netflix,5/20/2020,454.25,455.809998,444,447.670013,447.670013,5607300
Netflix,5/21/2020,448.559998,448.959991,430.25,436.25,436.25,9117300
Netflix,5/22/2020,437,439.089996,427.179993,429.320007,429.320007,5422300
Netflix,5/26/2020,427.769989,428.5,413.140015,414.769989,414.769989,7881100
Netflix,5/27/2020,410.380005,420.019989,397.859985,419.890015,419.890015,10446300
Netflix,5/28/2020,417.23999,422.369995,411.5,413.440002,413.440002,5655100
Netflix,5/29/2020,417.459991,420.299988,411.850006,419.730011,419.730011,5254900
Netflix,6/1/2020,418.829987,426.720001,415.980011,425.920013,425.920013,3743700
Netflix,6/2/2020,425.869995,427.589996,419.459991,427.309998,427.309998,3494800
Netflix,6/3/2020,426.950012,427.100006,418.049988,421.970001,421.970001,4316000
Netflix,6/4/2020,422.390015,428.709991,410.029999,414.329987,414.329987,5410500
Netflix,6/5/2020,407.290009,420.23999,404.25,419.600006,419.600006,5099600
Netflix,6/8/2020,416,420.799988,406.5,419.48999,419.48999,5851500
Netflix,6/9/2020,421.649994,434.730011,420.309998,434.049988,434.049988,6797000
Netflix,6/10/2020,436,439.690002,430.549988,434.480011,434.480011,4896900
Netflix,6/11/2020,428.200012,445.570007,424.160004,425.559998,425.559998,7462900
Netflix,6/12/2020,429,434.059998,412.450012,418.070007,418.070007,6461100
Netflix,6/15/2020,421.399994,426.48999,415.420013,425.5,425.5,4467900
Netflix,6/16/2020,425.76001,437.959991,425.179993,436.130005,436.130005,5507900
Netflix,6/17/2020,441.820007,450.459991,439.220001,447.769989,447.769989,6529600
Netflix,6/18/2020,448.730011,452.76001,442.799988,449.869995,449.869995,4277600
Netflix,6/19/2020,449.119995,453.970001,445.600006,453.720001,453.720001,5934500
Netflix,6/22/2020,455.01001,468.589996,454.209991,468.040009,468.040009,6272100
Netflix,6/23/2020,466.5,474.01001,464.5,466.26001,466.26001,5948400
Netflix,6/24/2020,468.540009,472.359985,454,457.850006,457.850006,4826200
Netflix,6/25/2020,458.859985,467.01001,454,465.910004,465.910004,4134500
Netflix,6/26/2020,466.390015,468.029999,442.23999,443.399994,443.399994,6804700
Netflix,6/29/2020,445.230011,447.670013,432.140015,447.23999,447.23999,4844000
Netflix,6/30/2020,450.019989,457.589996,447,455.040009,455.040009,4198500
Netflix,7/1/2020,454,488.230011,454,485.640015,485.640015,9705900
Netflix,7/2/2020,485.640015,492.279999,475.529999,476.890015,476.890015,6351500
Netflix,7/6/2020,480.769989,499.5,479.799988,493.809998,493.809998,7839000
Netflix,7/7/2020,497.309998,504.820007,490.829987,493.160004,493.160004,5669900
Netflix,7/8/2020,498.579987,505.100006,493.809998,502.779999,502.779999,5691700
Netflix,7/9/2020,508.399994,510,495.779999,507.76001,507.76001,5840500
Netflix,7/10/2020,519.72998,555.880005,511.279999,548.72998,548.72998,21605600
Netflix,7/13/2020,567.97998,575.369995,520.960022,525.5,525.5,18399000
Netflix,7/14/2020,517.080017,525.5,490.48999,524.880005,524.880005,15083300
Netflix,7/15/2020,516.299988,529,510.179993,523.26001,523.26001,10066700
Netflix,7/16/2020,526.47998,535.539978,504.359985,527.390015,527.390015,24499000
Netflix,7/17/2020,494.869995,503.589996,484.140015,492.98999,492.98999,24991400
